Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
A20210101503,20/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.495647,Daylight,Kensington and Chelsea,None,-0.198046,1,2,Metropolitan Police,Frost or ice,Dual carriageway,58,16:30,Urban,Raining no high winds,Taxi/Private hire car
A20210101504,21/01/2021,Thursday,Auto traffic signal,T or staggered junction,Moderate,51.518703,Darkness - lights lit,Camden,None,-0.132189,3,3,Metropolitan Police,Dry,Roundabout,52,22:45,Urban,Fog or mist,Bus
A20210101505,22/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.522375,Daylight,Hammersmith and Fulham,None,-0.150753,3,4,Metropolitan Police,Dry,One way street,66,14:00,Rural,Fine no high winds,Motorcycle
A20210101506,23/01/2021,Saturday,Stop sign,T or staggered junction,Slight,51.475931,Darkness - lights lit,Westminster,None,-0.137322,1,1,Metropolitan Police,Wet or damp,One way street,30,02:30,Urban,Fine no high winds,Motorcycle
A20210101507,24/01/2021,Sunday,Stop sign,T or staggered junction,Slight,51.485423,Daylight,Camden,None,-0.162281,1,2,Metropolitan Police,Frost or ice,Roundabout,49,06:15,Urban,Fine no high winds,Goods vehicle
A20210101508,25/01/2021,Monday,Give way or uncontrolled,Roundabout,Moderate,51.448398,Daylight,Kensington and Chelsea,None,-0.241927,3,3,Metropolitan Police,Frost or ice,Motorway,80,18:40,Urban,Fine no high winds,Motorcycle
A20210101509,26/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.441354,Darkness - lights lit,Westminster,None,-0.106626,1,3,Metropolitan Police,Wet or damp,Single carriageway,54,19:25,Urban,Fine no high winds,Goods vehicle
A20210101510,27/01/2021,Wednesday,Stop sign,Not at junction or within 20 metres,Moderate,51.412055,Daylight,Kensington and Chelsea,None,-0.193714,3,1,Metropolitan Police,Frost or ice,Single carriageway,54,07:00,Suburban,Fog or mist,Motorcycle
A20210101511,28/01/2021,Thursday,Give way or uncontrolled,T or staggered junction,Moderate,51.460738,Darkness - lights lit,Camden,None,-0.118803,3,2,Metropolitan Police,Dry,Single carriageway,71,03:25,Suburban,Fine no high winds,Bus
A20210101512,01/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.447735,Darkness - lights lit,Hammersmith and Fulham,None,-0.119226,3,2,Metropolitan Police,Dry,Motorway,113,03:35,Urban,Storm,Goods vehicle
A20210101513,02/01/2021,Saturday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.551339,Darkness - lights lit,Westminster,None,-0.155795,1,3,Metropolitan Police,Snow,Roundabout,52,02:35,Rural,Fine no high winds,Goods vehicle
A20210101514,03/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Moderate,51.554551,Darkness - lights lit,Westminster,None,-0.157346,3,4,Metropolitan Police,Snow,Roundabout,29,00:35,Urban,Storm,Car
A20210101515,04/01/2021,Monday,Auto traffic signal,T or staggered junction,Moderate,51.427438,Daylight,Hammersmith and Fulham,None,-0.195017,3,2,Metropolitan Police,Dry,Dual carriageway,91,18:50,Urban,Raining no high winds,Goods vehicle
A20210101516,05/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.431139,Darkness - lights lit,Camden,None,-0.215102,1,2,Metropolitan Police,Snow,One way street,49,19:05,Urban,Fine no high winds,Goods vehicle
A20210101517,06/01/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.401752,Daylight,Camden,None,-0.130319,1,2,Metropolitan Police,Snow,Roundabout,51,10:40,Urban,Raining no high winds,Taxi/Private hire car
A20210101518,07/01/2021,Thursday,Give way or uncontrolled,Roundabout,Moderate,51.458277,Darkness - lights lit,Kensington and Chelsea,None,-0.230778,3,3,Metropolitan Police,Frost or ice,Single carriageway,65,00:45,Rural,Fine no high winds,Motorcycle
A20210101519,08/01/2021,Friday,Auto traffic signal,T or staggered junction,Moderate,51.460069,Darkness - lights lit,Westminster,None,-0.124886,3,3,Metropolitan Police,Dry,One way street,48,19:30,Suburban,Storm,Bus
A20210101520,09/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.402603,Daylight,Westminster,None,-0.120207,3,3,Metropolitan Police,Wet or damp,Dual carriageway,73,16:05,Urban,Raining no high winds,Car
A20210101521,10/01/2021,Sunday,Stop sign,Roundabout,Slight,51.465778,Daylight,Westminster,None,-0.106283,1,2,Metropolitan Police,Frost or ice,Dual carriageway,68,15:15,Urban,Fog or mist,Car
A20210101522,11/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.459653,Darkness - lights lit,Camden,None,-0.169288,1,4,Metropolitan Police,Wet or damp,Roundabout,46,19:40,Urban,Fog or mist,Taxi/Private hire car
A20210101523,12/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Moderate,51.42061,Daylight,Hammersmith and Fulham,None,-0.193288,3,1,Metropolitan Police,Frost or ice,Single carriageway,46,16:30,Rural,Storm,Goods vehicle
A20210101524,13/01/2021,Wednesday,Stop sign,Not at junction or within 20 metres,Moderate,51.531379,Daylight,Westminster,None,-0.225546,3,4,Metropolitan Police,Frost or ice,Residential street,96,12:45,Rural,Fine no high winds,Goods vehicle
A20210101525,14/01/2021,Thursday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.427627,Darkness - lights lit,Camden,None,-0.116766,3,2,Metropolitan Police,Dry,Dual carriageway,64,05:25,Rural,Fog or mist,Bus
A20210101526,15/01/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.404693,Darkness - lights lit,Kensington and Chelsea,None,-0.213665,1,1,Metropolitan Police,Frost or ice,Single carriageway,29,19:05,Urban,Raining no high winds,Motorcycle
A20210101527,16/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.549725,Darkness - lights lit,Kensington and Chelsea,None,-0.225164,3,1,Metropolitan Police,Dry,Motorway,129,02:20,Urban,Raining no high winds,Taxi/Private hire car
A20210101528,17/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Moderate,51.469565,Darkness - lights lit,Camden,None,-0.126748,3,4,Metropolitan Police,Snow,Single carriageway,64,20:40,Rural,Raining no high winds,Taxi/Private hire car
A20210101529,18/01/2021,Monday,Stop sign,T or staggered junction,Moderate,51.408898,Daylight,Westminster,None,-0.222635,3,2,Metropolitan Police,Dry,Roundabout,70,09:00,Rural,Raining no high winds,Goods vehicle
A20210101530,19/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Fatal,51.547395,Darkness - lights lit,Kensington and Chelsea,None,-0.156154,3,3,Metropolitan Police,Frost or ice,Dual carriageway,84,03:45,Suburban,Storm,Goods vehicle
A20210101531,20/01/2021,Wednesday,Auto traffic signal,Roundabout,Slight,51.416081,Daylight,Hammersmith and Fulham,None,-0.168501,1,4,Metropolitan Police,Wet or damp,Dual carriageway,60,11:15,Urban,Fine no high winds,Bus
A20210101532,21/01/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.554298,Daylight,Westminster,None,-0.182854,1,3,Metropolitan Police,Frost or ice,Single carriageway,39,09:35,Suburban,Fine no high winds,Car
A20210101533,22/01/2021,Friday,Auto traffic signal,T or staggered junction,Moderate,51.436121,Darkness - lights lit,Kensington and Chelsea,None,-0.138789,3,2,Metropolitan Police,Dry,Dual carriageway,76,20:10,Urban,Raining no high winds,Taxi/Private hire car
A20210101534,23/01/2021,Saturday,Give way or uncontrolled,T or staggered junction,Fatal,51.473539,Daylight,Westminster,None,-0.212277,3,2,Metropolitan Police,Snow,Motorway,87,18:45,Rural,Snowing no high winds,Bus
A20210101535,24/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Moderate,51.466557,Darkness - lights lit,Westminster,None,-0.136085,3,3,Metropolitan Police,Dry,Dual carriageway,72,00:20,Urban,Raining no high winds,Car
A20210101536,25/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Moderate,51.536533,Darkness - lights lit,Camden,None,-0.245627,3,2,Metropolitan Police,Wet or damp,Single carriageway,80,19:05,Rural,Raining no high winds,Goods vehicle
A20210101537,26/01/2021,Tuesday,Stop sign,Roundabout,Slight,51.481421,Daylight,Camden,None,-0.204589,1,1,Metropolitan Police,Dry,Single carriageway,51,06:20,Rural,Fine no high winds,Bus
A20210101538,27/01/2021,Wednesday,Give way or uncontrolled,Roundabout,Moderate,51.407503,Darkness - lights lit,Hammersmith and Fulham,None,-0.128599,3,1,Metropolitan Police,Dry,Single carriageway,50,19:30,Suburban,Raining no high winds,Bus
A20210101539,28/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Fatal,51.444207,Darkness - lights lit,Kensington and Chelsea,None,-0.100886,3,2,Metropolitan Police,Wet or damp,Motorway,95,00:55,Urban,Fine no high winds,Taxi/Private hire car
A20210101540,01/01/2021,Friday,Stop sign,Not at junction or within 20 metres,Slight,51.406385,Daylight,Camden,None,-0.113546,1,4,Metropolitan Police,Snow,Roundabout,45,18:30,Urban,Raining no high winds,Car
A20210101541,02/01/2021,Saturday,Give way or uncontrolled,Roundabout,Moderate,51.445198,Daylight,Hammersmith and Fulham,None,-0.146513,3,2,Metropolitan Police,Wet or damp,One way street,59,12:25,Rural,Raining no high winds,Taxi/Private hire car
A20210101542,03/01/2021,Sunday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.545261,Daylight,Kensington and Chelsea,None,-0.138066,1,4,Metropolitan Police,Frost or ice,Single carriageway,49,06:45,Urban,Fine no high winds,Car
A20210101543,04/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Fatal,51.498421,Darkness - lights lit,Camden,None,-0.121496,3,1,Metropolitan Police,Dry,Dual carriageway,88,01:45,Rural,Storm,Taxi/Private hire car
A20210101544,05/01/2021,Tuesday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.407527,Daylight,Westminster,None,-0.131945,3,2,Metropolitan Police,Wet or damp,Motorway,109,12:05,Rural,Storm,Car
A20210101545,06/01/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.496099,Daylight,Hammersmith and Fulham,None,-0.151501,1,4,Metropolitan Police,Frost or ice,One way street,30,14:50,Urban,Raining no high winds,Bus
A20210101546,07/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.543264,Darkness - lights lit,Kensington and Chelsea,None,-0.188993,3,1,Metropolitan Police,Snow,Dual carriageway,88,22:00,Urban,Fine no high winds,Motorcycle
A20210101547,08/01/2021,Friday,Auto traffic signal,Roundabout,Fatal,51.559648,Darkness - lights lit,Westminster,None,-0.120355,3,2,Metropolitan Police,Wet or damp,Dual carriageway,74,23:15,Rural,Snowing no high winds,Bus
A20210101548,09/01/2021,Saturday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.485539,Daylight,Kensington and Chelsea,None,-0.239242,1,4,Metropolitan Police,Frost or ice,Residential street,34,11:15,Rural,Raining no high winds,Car
A20210101549,10/01/2021,Sunday,Auto traffic signal,Roundabout,Slight,51.438193,Daylight,Kensington and Chelsea,None,-0.200646,1,2,Metropolitan Police,Dry,Single carriageway,45,10:00,Urban,Fine no high winds,Motorcycle
A20210101550,11/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.409392,Darkness - lights lit,Westminster,None,-0.157745,1,2,Metropolitan Police,Snow,Dual carriageway,82,03:00,Urban,Fine no high winds,Taxi/Private hire car
A20210101551,12/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Slight,51.458667,Daylight,Kensington and Chelsea,None,-0.168084,1,2,Metropolitan Police,Frost or ice,Single carriageway,43,06:35,Urban,Fine no high winds,Car
A20210101552,13/01/2021,Wednesday,Stop sign,Roundabout,Moderate,51.441246,Darkness - lights lit,Camden,None,-0.102963,3,2,Metropolitan Police,Dry,Dual carriageway,76,04:35,Urban,Fog or mist,Bus
A20210101553,14/01/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.48919,Darkness - lights lit,Kensington and Chelsea,None,-0.145061,1,4,Metropolitan Police,Snow,Roundabout,41,22:20,Urban,Raining no high winds,Bus
A20210101554,15/01/2021,Friday,Stop sign,Not at junction or within 20 metres,Moderate,51.459359,Daylight,Kensington and Chelsea,None,-0.181068,3,4,Metropolitan Police,Dry,Motorway,85,09:25,Rural,Fine no high winds,Bus
A20210101555,16/01/2021,Saturday,Stop sign,Roundabout,Slight,51.404877,Daylight,Kensington and Chelsea,None,-0.212587,1,2,Metropolitan Police,Frost or ice,Single carriageway,82,13:05,Rural,Fine no high winds,Motorcycle
A20210101556,17/01/2021,Sunday,Auto traffic signal,T or staggered junction,Moderate,51.508943,Darkness - lights lit,Kensington and Chelsea,None,-0.189405,3,1,Metropolitan Police,Frost or ice,Motorway,98,02:25,Urban,Fine no high winds,Motorcycle
A20210101557,18/01/2021,Monday,Give way or uncontrolled,Roundabout,Slight,51.448356,Daylight,Westminster,None,-0.220753,1,3,Metropolitan Police,Snow,One way street,57,16:35,Suburban,Fine no high winds,Motorcycle
A20210101558,19/01/2021,Tuesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.550235,Daylight,Hammersmith and Fulham,None,-0.166636,1,3,Metropolitan Police,Frost or ice,Single carriageway,59,08:55,Rural,Fine no high winds,Car
A20210101559,20/01/2021,Wednesday,Stop sign,Roundabout,Fatal,51.535618,Daylight,Hammersmith and Fulham,None,-0.167082,3,4,Metropolitan Police,Snow,Motorway,100,16:50,Rural,Fog or mist,Motorcycle
A20210101560,21/01/2021,Thursday,Stop sign,Not at junction or within 20 metres,Moderate,51.473601,Daylight,Kensington and Chelsea,None,-0.200119,3,4,Metropolitan Police,Dry,Single carriageway,73,10:55,Suburban,Raining no high winds,Taxi/Private hire car
A20210101561,22/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.416042,Daylight,Westminster,None,-0.233769,1,3,Metropolitan Police,Frost or ice,Roundabout,42,15:55,Suburban,Storm,Motorcycle
A20210101562,23/01/2021,Saturday,Stop sign,T or staggered junction,Fatal,51.433653,Darkness - lights lit,Hammersmith and Fulham,None,-0.213745,3,1,Metropolitan Police,Wet or damp,Motorway,119,22:55,Urban,Fine no high winds,Goods vehicle
A20210101563,24/01/2021,Sunday,Give way or uncontrolled,Roundabout,Fatal,51.426454,Daylight,Hammersmith and Fulham,None,-0.113049,3,2,Metropolitan Police,Wet or damp,Motorway,130,12:35,Suburban,Fine no high winds,Goods vehicle
A20210101564,25/01/2021,Monday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.558652,Daylight,Kensington and Chelsea,None,-0.192275,1,2,Metropolitan Police,Wet or damp,One way street,31,07:50,Suburban,Raining no high winds,Taxi/Private hire car
A20210101565,26/01/2021,Tuesday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.401455,Daylight,Hammersmith and Fulham,None,-0.206976,1,3,Metropolitan Police,Dry,Single carriageway,53,09:35,Rural,Fine no high winds,Bus
A20210101566,27/01/2021,Wednesday,Stop sign,Not at junction or within 20 metres,Slight,51.499574,Daylight,Westminster,None,-0.171822,1,2,Metropolitan Police,Dry,One way street,58,12:00,Suburban,Raining no high winds,Car
A20210101567,28/01/2021,Thursday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.515953,Daylight,Westminster,None,-0.113822,3,4,Metropolitan Police,Frost or ice,Motorway,86,07:15,Urban,Snowing no high winds,Motorcycle
A20210101568,01/01/2021,Friday,Auto traffic signal,Roundabout,Slight,51.516818,Darkness - lights lit,Kensington and Chelsea,None,-0.111918,1,4,Metropolitan Police,Dry,One way street,22,23:40,Urban,Fine no high winds,Taxi/Private hire car
A20210101569,02/01/2021,Saturday,Stop sign,Roundabout,Moderate,51.421644,Darkness - lights lit,Camden,None,-0.24643,3,1,Metropolitan Police,Frost or ice,Single carriageway,79,01:25,Rural,Fine no high winds,Bus
A20210101570,03/01/2021,Sunday,Stop sign,T or staggered junction,Moderate,51.468484,Darkness - lights lit,Hammersmith and Fulham,None,-0.237965,3,1,Metropolitan Police,Frost or ice,Dual carriageway,95,00:50,Rural,Fine no high winds,Taxi/Private hire car
A20210101571,04/01/2021,Monday,Auto traffic signal,Roundabout,Slight,51.551338,Daylight,Kensington and Chelsea,None,-0.214764,1,4,Metropolitan Police,Snow,Roundabout,42,06:40,Urban,Fine no high winds,Bus
A20210101572,05/01/2021,Tuesday,Stop sign,Roundabout,Moderate,51.51977,Daylight,Camden,None,-0.125262,3,1,Metropolitan Police,Snow,Single carriageway,89,16:15,Rural,Raining no high winds,Goods vehicle
A20210101573,06/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.512352,Darkness - lights lit,Westminster,None,-0.237132,3,4,Metropolitan Police,Frost or ice,One way street,50,23:45,Suburban,Raining no high winds,Bus
A20210101574,07/01/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.514976,Daylight,Kensington and Chelsea,None,-0.154315,1,1,Metropolitan Police,Snow,Single carriageway,44,18:20,Urban,Fine no high winds,Goods vehicle
A20210101575,08/01/2021,Friday,Auto traffic signal,Roundabout,Moderate,51.51861,Darkness - lights lit,Westminster,None,-0.238005,3,2,Metropolitan Police,Snow,Single carriageway,24,00:00,Urban,Storm,Motorcycle
A20210101576,09/01/2021,Saturday,Stop sign,Not at junction or within 20 metres,Slight,51.511373,Darkness - lights lit,Kensington and Chelsea,None,-0.124441,1,2,Metropolitan Police,Wet or damp,Residential street,45,05:25,Urban,Snowing no high winds,Taxi/Private hire car
A20210101577,10/01/2021,Sunday,Auto traffic signal,T or staggered junction,Moderate,51.462069,Darkness - lights lit,Kensington and Chelsea,None,-0.198493,3,1,Metropolitan Police,Wet or damp,Roundabout,54,01:25,Urban,Raining no high winds,Bus
A20210101578,11/01/2021,Monday,Auto traffic signal,Roundabout,Moderate,51.40392,Darkness - lights lit,Camden,None,-0.17755,3,4,Metropolitan Police,Snow,Single carriageway,85,23:45,Rural,Fine no high winds,Goods vehicle
A20210101579,12/01/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.432213,Daylight,Kensington and Chelsea,None,-0.251889,1,1,Metropolitan Police,Wet or damp,Residential street,57,17:15,Rural,Fine no high winds,Motorcycle
